19,1615,18,0,1
41,1615,40,1,2
63,1615,62,1,2
85,1615,84,1,2
107,1615,106,1,2
129,1615,128,1,2
151,1615,150,1,2
173,1615,172,1,2
195,1615,194,1,2
217,1615,216,1,2
239,1615,238,1,2
261,1615,260,1,2
283,1615,282,1,2
305,1615,304,1,2
313,1615,314,2,1
314,1615,315,2,1
315,1615,316,2,1
316,1615,1615,5,1,338,3,0
322,1615,321,1,2
323,1615,322,1,2
324,1615,323,1,2
327,1615,326,1,2
338,1615,1615,5,1,316,0,3,360,3,0
745,1677,767,3,0
904,1591,1591,5,1,926,3,0
926,1591,1591,5,1,904,0,3,948,3,0
940,1591,941,2,1
941,1591,942,2,1
942,1591,943,2,1
943,1591,944,2,1
948,1591,1591,5,1,926,0,3
1267,1649,1268,2,1
1306,1615,1328,3,0
1379,1615,1401,3,0
1424,1615,1446,3,0
1456,1615,1457,2,1
1469,1615,1468,1,2
1492,1615,1491,1,2
1537,1615,1536,1,2
1559,1615,1558,1,2
1581,1615,1580,1,2
1582,1683,1583,2,1
1591,1610,926,0,4
1591,1647,926,0,4
1599,1625,772,0,4
1599,1660,838,0,4
1615,1605,316,0,4
1615,1608,316,0,4
1615,1611,316,0,4
1615,1638,316,0,4
1615,1639,316,0,4
1615,1653,316,0,4
1615,1657,316,0,4
1615,1668,316,0,4
1615,1671,316,0,4
1615,1673,316,0,4
1615,1674,316,0,4
1615,1682,316,0,4
1625,1599,772,0,4
1639,1615,316,0,4
1660,1599,845,0,4
1669,1677,795,0,4
1671,1615,316,0,4
1677,1669,795,0,4
